ADESIVOS					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
RM910500	ADESIVO VINIL METALIZADO - 120g - 90X100MM - 4X0	500	90 x 100	2	R$ 245,00
RTB1313100	ADESIVO VINIL TRANSPARENTE - 400g - 135X135MM - 4X0	100	135 x 135	1	R$ 79,00
RTB13131000	ADESIVO VINIL TRANSPARENTE - 400g - 135X135MM - 4X0	1000	135 x 135	1	R$ 875,00
RTB131320	ADESIVO VINIL TRANSPARENTE - 400g - 135X135MM - 4X0	20	135 x 135	1	R$ 19,90
RTB1313250	ADESIVO VINIL TRANSPARENTE - 400g - 135X135MM - 4X0	250	135 x 135	1	R$ 222,00
RTB131350	ADESIVO VINIL TRANSPARENTE - 400g - 135X135MM - 4X0	50	135 x 135	1	R$ 49,00
RTB1313500	ADESIVO VINIL TRANSPARENTE - 400g - 135X135MM - 4X0	500	135 x 135	1	R$ 440,00
RTB510100	ADESIVO VINIL TRANSPARENTE - 400g - 50X100MM - 4X0	100	50 x 100	1	R$ 56,00
RTB5101000	ADESIVO VINIL TRANSPARENTE - 400g - 50X100MM - 4X0	1000	50 x 100	2	R$ 498,00
RTB51020	ADESIVO VINIL TRANSPARENTE - 400g - 50X100MM - 4X0	20	50 x 100	1	R$ 15,00
RTB510250	ADESIVO VINIL TRANSPARENTE - 400g - 50X100MM - 4X0	250	50 x 100	1	R$ 140,00
RTB51050	ADESIVO VINIL TRANSPARENTE - 400g - 50X100MM - 4X0	50	50 x 100	1	R$ 29,00
RTB510500	ADESIVO VINIL TRANSPARENTE - 400g - 50X100MM - 4X0	500	50 x 100	2	R$ 270,00
RTB910100	ADESIVO VINIL TRANSPARENTE - 400g - 90X100MM - 4X0	100	90 x 100	1	R$ 75,00
RTB9101000	ADESIVO VINIL TRANSPARENTE - 400g - 90X100MM - 4X0	1000	90 x 100	2	R$ 515,00
RTB91020	ADESIVO VINIL TRANSPARENTE - 400g - 90X100MM - 4X0	20	90 x 100	1	R$ 18,00
RTB910250	ADESIVO VINIL TRANSPARENTE - 400g - 90X100MM - 4X0	250	90 x 100	1	R$ 160,00
RTB91050	ADESIVO VINIL TRANSPARENTE - 400g - 90X100MM - 4X0	50	90 x 100	1	R$ 38,00
RTB910500	ADESIVO VINIL TRANSPARENTE - 400g - 90X100MM - 4X0	500	90 x 100	2	R$ 290,00
RT1313100	ADESIVO VINIL TRANSPARENTE - 400g - 135X135MM - 4X0	100	135 x 135	1	R$ 79,00
RT13131000	ADESIVO VINIL TRANSPARENTE - 400g - 135X135MM - 4X0	1000	135 x 135	1	R$ 725,00
RT131320	ADESIVO VINIL TRANSPARENTE - 400g - 135X135MM - 4X0	20	135 x 135	1	R$ 19,00
RT1313250	ADESIVO VINIL TRANSPARENTE - 400g - 135X135MM - 4X0	250	135 x 135	1	R$ 185,00
RT131350	ADESIVO VINIL TRANSPARENTE - 400g - 135X135MM - 4X0	50	135 x 135	1	R$ 40,00
RT1313500	ADESIVO VINIL TRANSPARENTE - 400g - 135X135MM - 4X0	500	135 x 135	1	R$ 365,00
RT510100	ADESIVO VINIL BRANCO BOBINA M/2 - 120g - 50X100MM - 4X0	100	50 x 100	1	R$ 48,00
RT510250	ADESIVO VINIL BRANCO BRILHO - 120g - 50X100MM - 4X0	250	50 x 100	1	R$ 100,00
RT5101000	ADESIVO VINIL TRANSPARENTE - 400g - 50X100MM - 4X0	1000	50 x 100	2	R$ 370,00
RT51020	ADESIVO VINIL TRANSPARENTE - 400g - 50X100MM - 4X0	20	50 x 100	1	R$ 12,80
RT51050	ADESIVO VINIL TRANSPARENTE - 400g - 50X100MM - 4X0	50	50 x 100	1	R$ 25,00
RT510500	ADESIVO VINIL TRANSPARENTE - 400g - 50X100MM - 4X0	500	50 x 100	2	R$ 190,00
RT910100	ADESIVO VINIL TRANSPARENTE - 400g - 90X100MM - 4X0	100	90 x 100	1	R$ 60,00
RT9101000	ADESIVO VINIL TRANSPARENTE - 400g - 90X100MM - 4X0	1000	90 x 100	2	R$ 395,00
RT91020	ADESIVO VINIL TRANSPARENTE - 400g - 90X100MM - 4X0	20	90 x 100	1	R$ 15,50
RT910250	ADESIVO VINIL TRANSPARENTE - 400g - 90X100MM - 4X0	250	90 x 100	1	R$ 110,00
RT91050	ADESIVO VINIL TRANSPARENTE - 400g - 90X100MM - 4X0	50	90 x 100	1	R$ 32,00
RT910500	ADESIVO VINIL TRANSPARENTE - 400g - 90X100MM - 4X0	500	90 x 100	2	R$ 215,00
ETQTOA	ADESIVO VINIL TRANSPARENTE - 400g - 63X63MM - 4X1	100	63 x 63	1	R$ 58,00
ETQTOB	ADESIVO VINIL TRANSPARENTE - 400g - 63X63MM - 4X1	250	63 x 63	2	R$ 123,00
ETQTOC	ADESIVO VINIL TRANSPARENTE - 400g - 63X63MM - 4X1	500	63 x 63	2	R$ 245,00
ETQTOD	ADESIVO VINIL TRANSPARENTE - 400g - 63X63MM - 4X1	1000	63 x 63	2	R$ 489,00
ETQTOE	ADESIVO VINIL TRANSPARENTE - 400g - 63X63MM - 4X4	100	63 x 63	1	R$ 63,00
ETQTOF	ADESIVO VINIL TRANSPARENTE - 400g - 63X63MM - 4X4	250	63 x 63	2	R$ 127,00
ETQTOG	ADESIVO VINIL TRANSPARENTE - 400g - 63X63MM - 4X4	500	63 x 63	2	R$ 253,00
ETQTOH	ADESIVO VINIL TRANSPARENTE - 400g - 63X63MM - 4X4	1000	63 x 63	2	R$ 499,00
BANDEIROLAS					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
B1340150	COUCHÊ BRILHO - 275g - 130X210MM - 4X0	150	330 x 240	2	R$ 109,00
B134030	COUCHÊ BRILHO - 275g - 130X210MM - 4X0	30	330 x 240	2	R$ 32,00
B1340300	COUCHÊ BRILHO - 275g - 130X210MM - 4X0	300	330 x 240	2	R$ 209,00
B13406	COUCHÊ BRILHO - 275g - 130X210MM - 4X0	6	330 x 240	2	R$ 12,90
B134060	COUCHÊ BRILHO - 275g - 130X210MM - 4X0	60	330 x 240	2	R$ 49,00
B1341150	COUCHÊ BRILHO - 275g - 130X210MM - 4X1	150	330 x 240	2	R$ 119,00
B134130	COUCHÊ BRILHO - 275g - 130X210MM - 4X1	30	330 x 240	2	R$ 34,50
B1341300	COUCHÊ BRILHO - 275g - 130X210MM - 4X1	300	330 x 240	2	R$ 245,00
B13416	COUCHÊ BRILHO - 275g - 130X210MM - 4X1	6	330 x 240	2	R$ 13,90
B134160	COUCHÊ BRILHO - 275g - 130X210MM - 4X1	60	330 x 240	2	R$ 55,00
B1344150	COUCHÊ BRILHO - 275g - 130X210MM - 4X4	150	330 x 240	2	R$ 139,00
B134430	COUCHÊ BRILHO - 275g - 130X210MM - 4X4	30	330 x 240	2	R$ 37,00
B1344300	COUCHÊ BRILHO - 275g - 130X210MM - 4X4	300	330 x 240	2	R$ 269,00
B13446	COUCHÊ BRILHO - 275g - 130X210MM - 4X4	6	330 x 240	2	R$ 14,90
B134460	COUCHÊ BRILHO - 275g - 130X210MM - 4X4	60	330 x 240	2	R$ 59,00
B1540100	COUCHÊ BRILHO - 275g - 152X300MM - 4X0	100	480 x 330	2	R$ 109,00
B154020	COUCHÊ BRILHO - 275g - 152X300MM - 4X0	20	480 x 330	2	R$ 32,00
B1540200	COUCHÊ BRILHO - 275g - 152X300MM - 4X0	200	480 x 330	2	R$ 209,00
B15404	COUCHÊ BRILHO - 275g - 152X300MM - 4X0	4	480 x 330	2	R$ 12,90
B154040	COUCHÊ BRILHO - 275g - 152X300MM - 4X0	40	480 x 330	2	R$ 49,00
B1541100	COUCHÊ BRILHO - 275g - 152X300MM - 4X1	100	480 x 330	2	R$ 119,00
B154120	COUCHÊ BRILHO - 275g - 152X300MM - 4X1	20	480 x 330	2	R$ 34,50
B1541200	COUCHÊ BRILHO - 275g - 152X300MM - 4X1	200	480 x 330	2	R$ 245,00
B15414	COUCHÊ BRILHO - 275g - 152X300MM - 4X1	4	480 x 330	2	R$ 13,90
B154140	COUCHÊ BRILHO - 275g - 152X300MM - 4X1	40	480 x 330	2	R$ 55,00
B1544100	COUCHÊ BRILHO - 275g - 152X300MM - 4X4	100	480 x 330	2	R$ 129,00
B154420	COUCHÊ BRILHO - 275g - 152X300MM - 4X4	20	480 x 330	2	R$ 37,00
B1544200	COUCHÊ BRILHO - 275g - 152X300MM - 4X4	200	480 x 330	2	R$ 260,00
B15444	COUCHÊ BRILHO - 275g - 152X300MM - 4X4	4	480 x 330	2	R$ 14,90
B154440	COUCHÊ BRILHO - 275g - 152X300MM - 4X4	40	480 x 330	2	R$ 59,00
BANNERS, FAIXAS E LONAS					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
BM2030	LONA FRONT LIGHT - 440g - 200X300MM - 4X0	1	200 x 300	1	R$ 4,90
BM2040	LONA FRONT LIGHT - 440g - 200X400MM - 4X0	1	200 x 400	1	R$ 5,90
BM2060	LONA FRONT LIGHT - 440g - 200X600MM - 4X0	1	200 x 600	1	R$ 8,90
BM2090	LONA FRONT LIGHT - 440g - 200X900MM - 4X0	1	200 x 900	1	R$ 9,90
BM3040	LONA FRONT LIGHT - 440g - 300X400MM - 4X0	1	300 x 400	1	R$ 8,90
10100	LONA FRONT LIGHT - 440g - 400X600MM - 4X0	1	400 x 600	1	R$ 17,90
10101	LONA FRONT LIGHT - 440g - 600X900MM - 4X0	1	600 x 900	1	R$ 19,00
10102	LONA FRONT LIGHT - 440g - 800X1200MM - 4X0	1	800 x 1200	1	R$ 34,00
10103	LONA FRONT LIGHT - 440g - METRO QUADRADO - 4X0	1	1000 x 1000	1	R$ 35,50
BSF4060	LONA SOLIT - 480g - 400X600MM - 4X0	1	400 x 600	2	R$ 29,90
BSF6090	LONA SOLIT - 480g - 600X900MM - 4X0	1	600 x 900	2	R$ 39,90
BSF80120	LONA SOLIT - 480g - 800X1200MM - 4X0	1	800 x 1200	2	R$ 59,00
BSF1000	LONA SOLIT - 480g - METRO QUADRADO - 4X0	1	1000 x 1000	2	R$ 59,00
BST4060	LONA SUPER TITANIUM - 280g - 400X600MM - 4X0	1	400 x 600	2	R$ 17,90
BST6090	LONA SUPER TITANIUM - 280g - 600X900MM - 4X0	1	600 x 900	2	R$ 25,00
BST80120	LONA SUPER TITANIUM - 280g - 800X1200MM - 4X0	1	800 x 1200	2	R$ 38,00
BST1000	LONA SUPER TITANIUM - 280g - METRO QUADRADO - 4X0	1	1000 x 1000	2	R$ 38,00
F601	LONA FRONT LIGHT - 440g - 1200X600MM - 4X0	1	1200 x 600	1	R$ 29,00
F701	LONA FRONT LIGHT - 440g - 1200X700MM - 4X0	1	1200 x 700	1	R$ 34,00
F801	LONA FRONT LIGHT - 440g - 1200X800MM - 4X0	1	1200 x 800	1	R$ 39,00
F602	LONA FRONT LIGHT - 440g - 2000X600MM - 4X0	1	2000 x 600	1	R$ 49,00
F702	LONA FRONT LIGHT - 440g - 2000X700MM - 4X0	1	2000 x 700	1	R$ 59,00
F802	LONA FRONT LIGHT - 440g - 2000X800MM - 4X0	1	2000 x 800	1	R$ 69,00
F603	LONA FRONT LIGHT - 440g - 3000X600MM - 4X0	1	3000 x 600	1	R$ 72,00
F703	LONA FRONT LIGHT - 440g - 3000X700MM - 4X0	1	3000 x 700	1	R$ 82,00
F803	LONA FRONT LIGHT - 440g - 3000X800MM - 4X0	1	3000 x 800	1	R$ 92,00
FM2	LONA FRONT LIGHT - 440g - FAIXA METRO QUADRADO - 4X0	1	1000 x 1000	1	R$ 35,50
FSF126	LONA SOLIT - 480g - 1200X600MM - 4X0	1	1200 x 600	2	R$ 39,00
FSF127	LONA SOLIT - 480g - 1200X700MM - 4X0	1	1200 x 700	2	R$ 45,00
FSF128	LONA SOLIT - 480g - 1200X800MM - 4X0	1	1200 x 800	2	R$ 55,00
FSF206	LONA SOLIT - 480g - 2000X600MM - 4X0	1	2000 x 600	2	R$ 62,00
FSF207	LONA SOLIT - 480g - 2000X700MM - 4X0	1	2000 x 700	2	R$ 69,00
FSF208	LONA SOLIT - 480g - 2000X800MM - 4X0	1	2000 x 800	2	R$ 79,00
FSF306	LONA SOLIT - 480g - 3000X600MM - 4X0	1	3000 x 600	2	R$ 89,00
FSF307	LONA SOLIT - 480g - 3000X700MM - 4X0	1	3000 x 700	2	R$ 99,00
FSF308	LONA SOLIT - 480g - 3000X800MM - 4X0	1	3000 x 800	2	R$ 115,00
FSF1010	LONA SOLIT - 480g - METRO QUADRADO - 4X0	1	1000 x 1000	2	R$ 59,00
FST126	LONA SUPER TITANIUM - 280g - 1200X600MM - 4X0	1	1200 x 600	2	R$ 29,00
FST127	LONA SUPER TITANIUM - 280g - 1200X700MM - 4X0	1	1200 x 700	2	R$ 34,00
FST128	LONA SUPER TITANIUM - 280g - 1200X800MM - 4X0	1	1200 x 800	2	R$ 39,00
FST206	LONA SUPER TITANIUM - 280g - 2000X600MM - 4X0	1	2000 x 600	2	R$ 43,00
FST207	LONA SUPER TITANIUM - 280g - 2000X700MM - 4X0	1	2000 x 700	2	R$ 48,00
FST208	LONA SUPER TITANIUM - 280g - 2000X800MM - 4X0	1	2000 x 800	2	R$ 54,00
FST306	LONA SUPER TITANIUM - 280g - 3000X600MM - 4X0	1	3000 x 600	2	R$ 59,00
FST307	LONA SUPER TITANIUM - 280g - 3000X700MM - 4X0	1	3000 x 700	2	R$ 68,00
FST308	LONA SUPER TITANIUM - 280g - 3000X800MM - 4X0	1	3000 x 800	2	R$ 75,00
FST1010	LONA SUPER TITANIUM - 280g - METRO QUADRADO - 4X0	1	1000 x 1000	2	R$ 39,00
LGFTM2	LONA SUPER TITANIUM - 280g - METRO QUADRADO - 4X0	1	1000 x 1000	3	R$ 32,50
LBLM2	LONA BACK LIGTH - 440g - METRO QUADRADO - 4X0	1	1000 x 1000	1	R$ 41,50
LFLM2	LONA FRONT LIGHT - 440g - METRO QUADRADO - 4X0	1	1000 x 1000	1	R$ 35,50
LTST13080	LONA SOLIT - 480g - 1300X800MM - 4X0	1	1300 x 800	2	R$ 52,00
LTST6540	LONA SOLIT - 480g - 650X400MM - 4X0	1	650 x 400	2	R$ 19,90
LTST16580	LONA SOLIT - 480g - 650X800MM - 4X0	1	650 x 800	2	R$ 29,90
LTSTM2	LONA SOLIT - 480g - METRO QUADRADO - 4X0	1	1000 x 1000	2	R$ 49,90
LSTM2	LONA SUPER TITANIUM - 280g - METRO QUADRADO - 4X0	1	1000 x 1000	2	R$ 32,50
LTCA13080	LONA CABRETTA - 360g - 1300X800MM - 4X0	1	1300 x 800	2	R$ 79,00
LTCA6540	LONA CABRETTA - 360g - 650X400MM - 4X0	1	650 x 400	2	R$ 25,00
LTCA6580	LONA CABRETTA - 360g - 650X800MM - 4X0	1	650 x 800	2	R$ 39,90
LTCAM2	LONA CABRETTA - 360g - METRO QUADRADO - 4X0	1	1000 x 1000	2	R$ 73,50
LTCB13080	LONA CANVAS BRANCA - 360g - 1300X800MM - 4X0	1	1300 x 800	2	R$ 79,00
LTCB6540	LONA CANVAS BRANCA - 360g - 650X400MM - 4X0	1	650 x 400	2	R$ 25,00
LTCB6580	LONA CANVAS BRANCA - 360g - 650X800MM - 4X0	1	650 x 800	2	R$ 39,90
LTCBM2	LONA CANVAS BRANCA - 360g - METRO QUADRADO - 4X0	1	1000 x 1000	2	R$ 73,50
LTC13080	LONA CANVAS ENVELHECIDA - 360g - 1300X800MM - 4X0	1	1300 x 800	2	R$ 79,00
LTC6540	LONA CANVAS ENVELHECIDA - 360g - 650X400MM - 4X0	1	650 x 400	2	R$ 25,00
LTC6580	LONA CANVAS ENVELHECIDA - 360g - 650X800MM - 4X0	1	650 x 800	2	R$ 39,90
LTCM2	LONA CANVAS ENVELHECIDA - 360g - METRO QUADRADO - 4X0	1	1000 x 1000	2	R$ 73,50
LTM13080	LONA MYSTICAL - 440g - 1300X800MM - 4X0	1	1300 x 800	2	R$ 79,00
LTM6540	LONA MYSTICAL - 440g - 650X400MM - 4X0	1	650 x 400	2	R$ 25,00
LTM16580	LONA MYSTICAL - 440g - 650X800MM - 4X0	1	650 x 800	2	R$ 39,90
LTMM2	LONA MYSTICAL - 440g - METRO QUADRADO - 4X0	1	1000 x 1000	2	R$ 73,50
LTPQ13080	LONA PIQUE - 440g - 1300X800MM - 4X0	1	1300 x 800	2	R$ 79,00
LTPQ6540	LONA PIQUE - 440g - 650X400MM - 4X0	1	650 x 400	2	R$ 25,00
LTPQ16580	LONA PIQUE - 440g - 650X800MM - 4X0	1	650 x 800	2	R$ 39,90
LTPQM2	LONA PIQUE - 440g - METRO QUADRADO - 4X0	1	1000 x 1000	2	R$ 73,50
LTP13080	LONA CANVAS BRANCA - 360g - 1300X800MM - 4X0	1	1300 x 800	2	R$ 79,00
LTP6540	LONA PLASTER - 360g - 650X400MM - 4X0	1	650 x 400	2	R$ 25,00
LTP6580	LONA PLASTER - 360g - 650X800MM - 4X0	1	650 x 800	2	R$ 39,90
LTPM2	LONA PLASTER - 360g - METRO QUADRADO - 4X0	1	1000 x 1000	2	R$ 73,50
LTS13080	LONA SUEDE - 440g - 1300X800MM - 4X0	1	1300 x 800	2	R$ 79,00
LTS6540	LONA SUEDE - 440g - 650X400MM - 4X0	1	650 x 400	2	R$ 25,00
LTS16580	LONA SUEDE - 440g - 650X800MM - 4X0	1	650 x 800	2	R$ 39,90
LTSM2	LONA SUEDE - 440g - METRO QUADRADO - 4X0	1	1000 x 1000	2	R$ 73,50
LWPM2	LONA PERFURADA - WIDEPRINT - 260g - METRO QUADRADO - 4X0	1	1000 x 1000	2	R$ 66,50
WBGD1C	MICROFIBRA - 180g - MODELO GOTA - 4X0	1	1000 x 2145	5	R$ 149,00
WBGE1C	MICROFIBRA - 180g - MODELO GOTA - 4X0	1	1000 x 2145	5	R$ 149,00
WBGEDC	MICROFIBRA - 180g - MODELO GOTA - 4X0	2	1381 x 2281	5	R$ 295,00
WBVD1C	MICROFIBRA - 180g - MODELO VELA - 4X0	1	690 x 2284	5	R$ 149,00
WBVE1C	MICROFIBRA - 180g - MODELO VELA - 4X0	1	690 x 2284	5	R$ 149,00
WBVEDC	MICROFIBRA - 180g - MODELO VELA - 4X0	2	1381 x 2281	5	R$ 295,00
WBGD1	MICROFIBRA - 180g - MODELO GOTA - 4X0	1	1000 x 2145	5	R$ 349,00
WBGE1	MICROFIBRA - 180g - MODELO GOTA - 4X0	1	1000 x 2145	5	R$ 349,00
WBGED	MICROFIBRA - 180g - MODELO GOTA - 4X0	2	1381 x 2281	5	R$ 660,00
WBVD1	MICROFIBRA - 180g - MODELO VELA - 4X0	1	690 x 2284	5	R$ 349,00
WBVE1	MICROFIBRA - 180g - MODELO VELA - 4X0	1	690 x 2284	5	R$ 349,00
WBVED	MICROFIBRA - 180g - MODELO VELA - 4X0	2	1381 x 2281	5	R$ 660,00
BARALHOS PERSONALIZADOS					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
BDCP1	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	1	59 x 90	1	R$ 29,90
BDCP10	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	10	59 x 90	2	R$ 280,00
BDCP2	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	2	59 x 90	1	R$ 59,00
BDCP20	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	20	59 x 90	2	R$ 540,00
BDCP4	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	4	59 x 90	1	R$ 116,00
BDCP5	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	5	59 x 90	2	R$ 145,00
BDCPP1	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	1	59 x 90	1	R$ 42,00
BDCPP10	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	10	59 x 90	2	R$ 385,00
BDCPP2	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	2	59 x 90	2	R$ 79,00
BDCPP20	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	20	59 x 90	3	R$ 720,00
BDCPP4	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	4	59 x 90	2	R$ 156,00
BDCPP5	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	5	59 x 90	2	R$ 195,00
BDCPE1	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	1	59 x 90	2	R$ 42,00
BDCPE10	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	10	59 x 90	3	R$ 369,00
BDCPE2	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	2	59 x 90	2	R$ 82,00
BDCPE20	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	20	59 x 90	3	R$ 699,00
BDCPE4	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	4	59 x 90	2	R$ 160,00
BDCPE5	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	5	59 x 90	3	R$ 199,00
BDCPEP1	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	1	59 x 90	2	R$ 58,00
BDCPEP10	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	10	59 x 90	3	R$ 550,00
BDCPEP2	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	2	59 x 90	2	R$ 114,00
BDCPEP20	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	20	59 x 90	3	R$ 950,00
BDCPEP4	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	4	59 x 90	2	R$ 226,00
BDCPEP5	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	5	59 x 90	3	R$ 280,00
BSCP1	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	1	59 x 90	1	R$ 17,90
BSCP10	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	10	59 x 90	2	R$ 149,90
BSCP2	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	2	59 x 90	1	R$ 34,00
BSCP20	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	20	59 x 90	2	R$ 295,00
BSCP4	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	4	59 x 90	1	R$ 64,00
BSCP40	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	40	59 x 90	2	R$ 496,00
BSCP8	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	8	59 x 90	1	R$ 120,00
BSCPP1	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	1	59 x 90	1	R$ 21,90
BSCPP10	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	10	59 x 90	2	R$ 195,00
BSCPP2	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	2	59 x 90	1	R$ 42,00
BSCPP20	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	20	59 x 90	2	R$ 385,00
BSCPP4	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	4	59 x 90	2	R$ 79,00
BSCPP40	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	40	59 x 90	3	R$ 720,00
BSCPP8	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	8	59 x 90	2	R$ 156,00
BSCPE1	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	1	59 x 90	2	R$ 24,90
BSCPE10	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	10	59 x 90	3	R$ 198,00
BSCPE2	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	2	59 x 90	2	R$ 48,00
BSCPE20	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	20	59 x 90	3	R$ 375,00
BSCPE4	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	4	59 x 90	2	R$ 92,00
BSCPE40	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	40	59 x 90	3	R$ 720,00
BSCPE8	COUCHÊ BRILHO - 275g - COUCHÊ 275G COM VERNIZ UV TOTAL - 4X4	8	59 x 90	2	R$ 160,00
BSCPEP1	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	1	59 x 90	2	R$ 29,90
BSCPEP10	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	10	59 x 90	3	R$ 280,00
BSCPEP2	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	2	59 x 90	2	R$ 58,00
BSCPEP20	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	20	59 x 90	3	R$ 550,00
BSCPEP4	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	4	59 x 90	2	R$ 114,00
BSCPEP40	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	40	59 x 90	3	R$ 950,00
BSCPEP8	PVC BRANCO 30G - 30g - PVC BRANCO 030 COM VERNIZ UV TOTAL - 4X4	8	59 x 90	2	R$ 226,00
BLOCOS E TALÕES					
Código	Descrição do Serviço	Qtde	Tam	Prazo	Preço R$
SB7524	APERGAMINHADO - 75g - 150X105MM - 1X0	50	150 x 105	1	R$ 3,80
SB7525	APERGAMINHADO - 75g - 150X105MM - 1X0	250	150 x 105	2	R$ 16,00
SB7525C	APERGAMINHADO - 75g - 150X105MM - 1X0	500	150 x 105	2	R$ 30,00
SB7521	APERGAMINHADO - 75g - 150X210MM - 1X0	50	150 x 210	1	R$ 5,50
SB7522	APERGAMINHADO - 75g - 150X210MM - 1X0	250	150 x 210	2	R$ 26,00
SB7523	APERGAMINHADO - 75g - 150X210MM - 1X0	500	150 x 210	2	R$ 50,00
SB7501	APERGAMINHADO - 75g - 300X210MM - 1X0	50	210 x 300	1	R$ 9,50
SB7502	APERGAMINHADO - 75g - 300X210MM - 1X0	250	210 x 300	2	R$ 45,00
SB7503	APERGAMINHADO - 75g - 300X210MM - 1X0	500	210 x 300	2	R$ 85,00
B3V10151	APERGAMINHADO - 75g - 150X105MM - 1X0	75	150 x 105	1	R$ 4,50
B3V101510	APERGAMINHADO - 75g - 150X105MM - 1X0	750	150 x 105	2	R$ 36,00
B3V10155	APERGAMINHADO - 75g - 150X105MM - 1X0	375	150 x 105	2	R$ 19,00
